Número Documento;Fecha;Tipo;Número Registro;Nombre Comercial;Cantidad;Unidad;Peso;Valor;Modalidad;Importador;Exportador;Pais Origen;Pais Destino;Puerto Ingreso;Componente IAGT
7735707;3/1/2024 14:23;Fertilizantes;8702146;BIOQUIM REGUTREL 48 SL;615,24;LITROS;615,24;5832;Exportación;UPL NICARAGIUA S.A;UPL COSTA RICA SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;
7735707;3/1/2024 14:23;Fertilizantes;9840;Mokave;1476,99;LITROS;1476,99;12600;Exportación;UPL NICARAGIUA S.A;UPL COSTA RICA SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Zinc expresado (Zn) /
7735708;3/1/2024 15:12;Fertilizantes;4982;Hoja Verde 48 SL;2009,5;LITROS;2009,5;13453,46;Exportación;UPL NICARAGUA S.A / UPL NICARAGIUA S.A;UPL COSTA RICA SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Copolímero de Acrilamida y Acrilato de Potasio /
7735708;3/1/2024 15:12;Fertilizantes;8702146;BIOQUIM REGUTREL 48 SL;800;LITROS;800;5832;Exportación;UPL NICARAGUA S.A / UPL NICARAGIUA S.A;UPL COSTA RICA SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;
7735708;3/1/2024 15:12;Fertilizantes;9840;Mokave;2000;LITROS;2000;12600;Exportación;UPL NICARAGUA S.A / UPL NICARAGIUA S.A;UPL COSTA RICA SA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Zinc expresado (Zn) /
7740458;10/1/2024 14:40;Fertilizantes;1905;Inquifol 20-20-20;1800;KILOGRAMOS;1800;3870;Exportación;Colono Agropecuario S.A (Honduras);DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7740464;15/1/2024 11:40;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;24750;KILOGRAMOS;24750;13750;Exportación;EL COLONO AGROPECUARIO, S.A (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
7740465;15/1/2024 11:40;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;24750;KILOGRAMOS;24750;13750;Exportación;EL COLONO AGROPECUARIO, S.A (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
7740466;15/1/2024 11:40;Fertilizantes;9988;Colonofertil Urea;24750;KILOGRAMOS;24750;13585;Exportación;EL COLONO AGROPECUARIO, S.A (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
7740467;15/1/2024 11:41;Fertilizantes;9988;Colonofertil Urea;24750;KILOGRAMOS;24750;13585;Exportación;EL COLONO AGROPECUARIO, S.A (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
7740468;15/1/2024 11:41;Fertilizantes;8066;Colonofertil Sulfato de Amonio;24750;KILOGRAMOS;24750;7700;Exportación;EL COLONO AGROPECUARIO, S.A (NICARAGUA);El Colono Agropecuario S.A;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
7740470;15/1/2024 11:41;Fertilizantes;8066;Colonofertil Sulfato de Amonio;24750;KILOGRAMOS;24750;7700;Exportación;EL COLONO AGROPECUARIO, S.A (NICARAGUA);El Colono Agropecuario S.A;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
7740471;15/1/2024 11:41;Fertilizantes;8066;Colonofertil Sulfato de Amonio;24750;KILOGRAMOS;24750;7700;Exportación;EL COLONO AGROPECUARIO, S.A (NICARAGUA);El Colono Agropecuario S.A;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
7740483;16/1/2024 10:55;Fertilizantes;1861;Multifert Plus 10-4-7-0,2+ elementos menores= Multimart Plus;620;LITROS;620;1855;Exportación;Colono Agropecuario S.A (Honduras);DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Ácidos Húmicos / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7740495;19/1/2024 14:36;Fertilizantes;10528;Gotablanca 500;630;LITROS;630;9708,3;Exportación;El Colono Agropecuario S.A. ( Panama);CLEARLEAF SOCIEDAD DE RESPONSABILIDAD LIMITADA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Ácidos Grasos / Plata expresado (Ag) / Copolímeros de superficie /
7740495;19/1/2024 14:36;Fertilizantes;10528;Gotablanca 500;423,92;LITROS;423,92;6532,96;Exportación;El Colono Agropecuario S.A. ( Panama);CLEARLEAF SOCIEDAD DE RESPONSABILIDAD LIMITADA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Ácidos Grasos / Plata expresado (Ag) / Copolímeros de superficie /
7740495;19/1/2024 14:36;Fertilizantes;10528;Gotablanca 500;280;LITROS;280;4314,8;Exportación;El Colono Agropecuario S.A. ( Panama);CLEARLEAF SOCIEDAD DE RESPONSABILIDAD LIMITADA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Ácidos Grasos / Plata expresado (Ag) / Copolímeros de superficie /
7740496;22/1/2024 9:22;Fertilizantes;8854;Colonofertil 12-12-17+2;30000;KILOGRAMOS;30000;27000;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;BÉLGICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7740499;22/1/2024 9:22;Fertilizantes;8854;Colonofertil 12-12-17+2;30000;KILOGRAMOS;30000;27000;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;BÉLGICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7740501;22/1/2024 9:23;Fertilizantes;8402;Colonofertil Sulfato de Magnesio Hepta;15000;KILOGRAMOS;15000;3300;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;CHINA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Magnesio expresado (MgO) /
7740501;22/1/2024 9:23;Fertilizantes;7537;COLONOFERTIL DAP 18-46-0;15750;KILOGRAMOS;15750;12250;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);PANAMÁ;ADUANA DE PASO CANOAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) /
7740502;22/1/2024 9:21;Fertilizantes;1861;Multifert Plus 10-4-7-0,2+ elementos menores= Multimart Plus;620;LITROS;620;1855;Exportación;Colono Agropecuario S.A (Honduras);DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;HONDURAS;ADUANA DE PEÑAS BLANCAS;Ácidos Húmicos / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7740536;25/1/2024 10:19;Fertilizantes;6832;COLONOFERTIL 16-5-23 SILICATADA;29250;KILOGRAMOS;29250;15600;Exportación;El Colono Agropecuario S.A. (Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;PUESTO SIXAOLA;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Silicio expresado (SiO2) / Inertes /
7740537;25/1/2024 10:32;Fertilizantes;6832;COLONOFERTIL 16-5-23 SILICATADA;29250;KILOGRAMOS;29250;15600;Exportación;El Colono Agropecuario S.A. (Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;PUESTO SIXAOLA;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Silicio expresado (SiO2) / Inertes /
7740539;25/1/2024 10:37;Fertilizantes;6832;COLONOFERTIL 16-5-23 SILICATADA;29250;KILOGRAMOS;29250;15600;Exportación;El Colono Agropecuario S.A. (Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;PUESTO SIXAOLA;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Silicio expresado (SiO2) / Inertes /
7740540;25/1/2024 10:42;Fertilizantes;6832;COLONOFERTIL 16-5-23 SILICATADA;29250;KILOGRAMOS;29250;15600;Exportación;El Colono Agropecuario S.A. (Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;PUESTO SIXAOLA;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Silicio expresado (SiO2) / Inertes /
7740929;4/1/2024 9:23;Fertilizantes;7458;POLISUR CUD;14;LITROS;14;19,8;Exportación;GSQ PANAMA S.A.;SUR QUIMICA SOCIEDAD ANONIMA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Calcio expresado (CaO) /
7740929;4/1/2024 9:23;Fertilizantes;7457;SURKAL;318;LITROS;318;439,31;Exportación;GSQ PANAMA S.A.;SUR QUIMICA SOCIEDAD ANONIMA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7741357;16/1/2024 16:10;Fertilizantes;6403;SUR CARBONATO DE CALCIO 170;27000;KILOGRAMOS;27000;1809;Exportación;GSQ NICARAGUA SOCIEDAD ANONIMA;SUR QUIMICA SOCIEDAD ANONIMA;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Carbonato de Calcio expresado (CaCO3) /
7742984;4/1/2024 16:12;Fertilizantes;3047;Pelicano Sulfato de Potasio y Magnesio Sólido // NutriFeed Sulfato de Potasio y Magnesio;30000;KILOGRAMOS;30000;18801,55;Exportación;ABONOS DEL PACIFICO, S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Magnesio expresado (MgO) / Potasio expresado (K2O) /
7742986;4/1/2024 16:21;Fertilizantes;3047;Pelicano Sulfato de Potasio y Magnesio Sólido // NutriFeed Sulfato de Potasio y Magnesio;30000;KILOGRAMOS;30000;18801,55;Exportación;ABONOS DEL PACIFICO, S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Magnesio expresado (MgO) / Potasio expresado (K2O) /
7742990;4/1/2024 16:25;Fertilizantes;3047;Pelicano Sulfato de Potasio y Magnesio Sólido // NutriFeed Sulfato de Potasio y Magnesio;30000;KILOGRAMOS;30000;18801,55;Exportación;ABONOS DEL PACIFICO, S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Magnesio expresado (MgO) / Potasio expresado (K2O) /
7743033;5/1/2024 16:04;Fertilizantes;8463;PELICANO DAP 18-46-0;30000;KILOGRAMOS;30000;17056,35;Exportación;ABONOS DEL PACIFICO, S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;RUSIA (FEDERACIÓN RUSA);PANAMÁ;ADUANA DE PASO CANOAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) /
7743041;5/1/2024 16:54;Fertilizantes;8463;PELICANO DAP 18-46-0;30000;KILOGRAMOS;30000;17056,35;Exportación;ABONOS DEL PACIFICO, S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;RUSIA (FEDERACIÓN RUSA);PANAMÁ;ADUANA DE PASO CANOAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) /
7743042;5/1/2024 16:56;Fertilizantes;8463;PELICANO DAP 18-46-0;30000;KILOGRAMOS;30000;17056,35;Exportación;ABONOS DEL PACIFICO, S.A;ABONOS DEL PACIFICO SOCIEDAD ANONIMA;RUSIA (FEDERACIÓN RUSA);PANAMÁ;ADUANA DE PASO CANOAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) /
7743105;8/1/2024 11:54;Fertilizantes;3259;YaraLiva Nitrabor;23985;KILOGRAMOS;23985;13826,02;Exportación;ALDEAZON SOCIEDAD ANONIMA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7743114;8/1/2024 12:01;Fertilizantes;3259;YaraLiva Nitrabor;21555;KILOGRAMOS;21555;12425,26;Exportación;ALDEAZON SOCIEDAD ANONIMA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7743114;8/1/2024 12:01;Fertilizantes;83;YARA VITA AGRIPOTASH;933;LITROS;933;5988;Exportación;ALDEAZON SOCIEDAD ANONIMA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Fósforo expresado (P2O5) / Potasio expresado (K2O) /
7743114;8/1/2024 12:01;Fertilizantes;362;Yara Vita Magzibor;1197,6;LITROS;1197,6;9480;Exportación;ALDEAZON SOCIEDAD ANONIMA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7743114;8/1/2024 12:01;Fertilizantes;362;Yara Vita Magzibor;149,7;LITROS;149,7;1071,6;Exportación;ALDEAZON SOCIEDAD ANONIMA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;REINO UNIDO;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) /
7743197;10/1/2024 8:55;Fertilizantes;3235;YaraMila Hydran;27000;KILOGRAMOS;27000;20400;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7743198;10/1/2024 8:59;Fertilizantes;3235;YaraMila Hydran;27000;KILOGRAMOS;27000;20400;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7743199;10/1/2024 9:02;Fertilizantes;3235;YaraMila Hydran;27000;KILOGRAMOS;27000;20400;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7743201;10/1/2024 9:15;Fertilizantes;2863;YARA LIVA CALCINIT // YarateraCalcinit15,5-0-0-26,5;8625;KILOGRAMOS;8625;6727,5;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Calcio expresado (CaO) / Nitrógeno Total expresado (N) /
7743201;10/1/2024 9:15;Fertilizantes;7633;YARAMILA RAFOS UKI;18360;KILOGRAMOS;18360;15034,8;Exportación;EL RANCHERITO S.A.;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;FINLADIA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
7750029;12/1/2024 9:17;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750030;12/1/2024 9:29;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750031;12/1/2024 9:32;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750032;12/1/2024 9:41;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750033;12/1/2024 9:45;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750034;12/1/2024 9:49;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750035;12/1/2024 9:53;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750036;12/1/2024 10:09;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750037;12/1/2024 10:13;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750038;12/1/2024 10:18;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750039;12/1/2024 10:21;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750040;12/1/2024 10:24;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750041;12/1/2024 10:27;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750132;16/1/2024 16:28;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750203;18/1/2024 14:38;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750204;18/1/2024 14:48;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750205;18/1/2024 14:52;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);28950;KILOGRAMOS;28950;14619,75;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750206;18/1/2024 14:52;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750207;18/1/2024 15:17;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750208;18/1/2024 15:17;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750209;18/1/2024 15:27;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750225;19/1/2024 8:18;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750226;19/1/2024 8:28;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750227;19/1/2024 8:32;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750228;19/1/2024 8:35;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750229;19/1/2024 8:50;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);30000;KILOGRAMOS;30000;15150;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7750231;19/1/2024 9:07;Fertilizantes;EX 10036;PROAGRO 20,92-0-30-0-2(S);22350;KILOGRAMOS;22350;11286,75;Exportación;CHIQUITA PANAMA LLC;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE LIMÓN;Azufre expresado (S) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
7751612;11/1/2024 17:19;Fertilizantes;3210;YaraBela Nitromag;2400000;KILOGRAMOS;2400000;10537,44;Exportación;YARA GUATEMALA S A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;HOLANDA (PAISES BAJOS);GUATEMALA;ADUANA DE PEÑAS BLANCAS;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) /
7751613;11/1/2024 17:31;Fertilizantes;3210;YaraBela Nitromag;24000;KILOGRAMOS;24000;10537,44;Exportación;YARA GUATEMALA S A;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;HOLANDA (PAISES BAJOS);GUATEMALA;ADUANA DE PEÑAS BLANCAS;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) /
